1,0.261995
2,0.244627
3,0.188577
4,0.285041
5,0.292453
6,0.213708
7,0.227908
8,0.245529
9,0.149576
10,0.445871
11,0.183468
12,0.188502
13,0.192733
14,0.266053
15,0.250242
16,0.189203
17,0.215935
18,0.199148
19,0.364624
20,0.266507
21,0.17414
22,0.180807
23,0.132356
24,0.464597
25,0.287713
26,0.192052
27,0.289701
28,0.173507
29,0.25958
30,0.198413
31,0.264594
32,0.148792
33,0.188973
34,0.253531
35,0.409665
36,0.250971
37,0.238671
38,0.176251
39,0.181383
40,0.25662
41,0.41517
42,0.367521
43,0.280394
44,0.161097
45,0.286493
46,0.126848
47,0.118944
48,0.193409
49,0.204357
50,0.217821
51,0.193417
52,0.223067
53,0.166156
54,0.254485
55,0.213956
56,0.289767
57,0.15655
58,0.305293
59,0.290288
60,0.313636
61,0.144489
62,0.161607
63,0.191392
64,0.163567
65,0.184895
66,0.206406
67,0.176715
68,0.295588
69,0.164649
70,0.739654
71,0.184633
72,0.276563
73,0.158573
74,0.337624
75,0.188729
76,0.218534
77,0.259809
78,0.241975
79,0.20081
80,0.204285
81,0.177154
82,0.178324
83,0.200377
84,0.190443
85,0.183312
86,0.17132
87,0.267875
88,0.163136
89,0.222917
90,0.220545
91,0.255694
92,0.191063
93,0.163455
94,0.190363
95,0.141608
96,0.422927
97,0.219109
98,0.273591
99,0.181131
100,0.186731
101,0.254081
102,0.270128
103,0.160586
104,0.259576
105,0.293549
106,0.21418
107,0.414282
108,0.193243
109,0.16907
110,0.195855
111,0.196351
112,0.23431
113,0.214049
114,0.485572
115,0.279762
116,0.169595
117,0.146405
118,0.282676
119,0.173
120,0.172312
121,0.172956
122,0.258122
123,0.169555
124,0.498707
125,0.166462
126,0.187801
127,0.16738
128,0.182853
129,0.164758
130,0.2722
131,0.250707
132,0.274669
133,0.1559
134,0.288715
135,0.333552
136,0.181242
137,0.314088
138,0.236145
139,0.157689
140,0.181259
141,0.151669
142,0.178393
143,0.14197
144,0.184253
145,0.405842
146,0.180521
147,0.149013
148,0.296077
149,0.164155
150,0.252225
151,0.143308
152,0.141547
153,0.155566
154,0.180874
155,0.183145
156,0.184364
157,0.260625
158,0.155727
159,0.25486
160,0.192829
161,0.144455
162,0.167135
163,0.187336
164,0.254912
165,0.176748
166,0.177165
167,0.507754
168,0.216321
169,0.366633
170,0.165451
171,0.147591
172,0.200926
173,0.202704
174,0.242643
175,0.191097
176,0.355517
177,0.198126
178,0.283696
179,0.156292
180,0.165844
181,0.267295
182,0.166672
183,0.193
184,0.190983
185,0.288794
186,0.155789
187,0.165761
188,0.214916
189,0.240694
190,0.214552
191,0.173728
192,0.234137
193,0.175052
194,0.258793
195,0.180925
196,0.231326
197,0.170811
198,0.176545
199,0.175142
200,0.168233
201,0.282669
202,0.22709
203,0.432118
204,0.23778
205,0.217139
206,0.160841
207,0.199776
208,0.154413
209,0.278068
210,0.156925
211,0.300441
212,0.218139
213,0.201967
214,0.160424
215,0.193724
216,0.277703
217,0.144735
218,0.277129
219,0.183978
220,0.139851
221,0.201487
222,0.171227
223,0.182936
224,0.168447
225,0.170949
226,0.282166
227,0.179114
228,0.261026
229,0.306288
230,0.484328
231,0.375362
232,0.18018
233,0.187784
234,0.179894
235,0.160089
236,0.367082
237,0.241068
238,0.150947
239,0.181229
240,0.190025
241,0.258829
242,0.183226
243,0.160943
244,0.200383
245,0.276218
246,0.197171
247,0.248222
248,0.153447
249,0.190194
250,0.39173
251,0.244252
252,0.369908
253,0.154312
254,0.289433
255,0.119994
256,0.159086
257,0.229122
258,0.354521
259,0.242514
260,0.308718
261,0.190594
262,0.212892
263,0.12322
264,0.252331
265,0.270959
266,0.197474
267,0.278992
268,0.237502
269,0.371014
270,0.158414
271,0.216659
272,0.274557
273,0.155622
274,0.196124
275,0.175608
276,0.205515
277,0.18287
278,0.165033
279,0.257876
280,0.209819
281,0.581419
282,0.249029
283,0.251026
284,0.158727
